Area,Bedrooms,Bathrooms,Floors,Parking,Age,Price
3690,5,1,2,0,8,24531197
3130,2,1,1,0,1,20037596
3063,3,1,2,0,24,18373055
3792,2,1,1,2,9,23438155
1025,2,2,2,2,5,7337481
835,3,1,2,0,11,5975709
3245,1,3,3,1,5,20504477
1578,3,3,1,0,26,9835967
3047,1,2,3,1,2,19817752
3447,5,1,3,0,29,21376705
3313,5,3,1,2,9,23134878
3083,3,2,2,1,28,19442939
661,5,3,1,2,8,6591183
1093,4,2,1,1,19,7591208
2438,2,2,1,1,4,15595522
2706,2,4,3,1,2,18719834
3759,1,4,1,1,4,24122706
559,5,1,1,2,7,5997371
3462,1,4,1,1,7,22724575
3890,2,2,2,0,13,24030970
2401,2,3,2,0,23,15207309
2758,5,3,2,1,21,18717390
905,4,1,2,2,16,6544040
1163,4,4,3,2,10,10168686
1632,5,1,3,1,25,11516550
1599,5,2,1,2,15,11876590
1041,1,4,3,2,27,7318621
1837,5,1,2,2,5,13708026
1497,4,3,1,1,27,10228142
1640,5,3,1,0,10,11975479
3474,1,1,2,0,9,20680070
1367,1,1,2,0,22,7992328
2566,1,1,2,0,29,14298007
931,1,2,3,0,8,6528013
1239,3,2,1,2,27,8252675
1873,5,3,2,2,23,13783441
682,2,2,1,2,26,5156493
2660,5,2,1,1,27,17924380
1706,3,4,3,2,23,11684554
3028,1,2,1,0,14,18922228
1669,3,4,2,2,6,12749135
1330,4,2,2,0,17,8881377
2151,4,3,1,2,0,15999149
1636,5,1,1,0,14,11580059
3310,5,3,3,2,1,23106961
975,2,2,2,0,21,6334900
3310,2,1,2,0,28,19366981
1826,4,1,1,1,1,13504298
1470,1,1,1,2,9,9553296
1519,3,4,1,0,19,10740558
1641,2,3,2,2,14,11559163
2336,2,4,1,0,9,15973223
660,1,1,3,1,18,4440993
2948,1,3,3,1,21,17738557
697,5,3,1,1,27,6460943
1783,3,2,3,1,27,11402868
1159,1,4,3,0,12,7738618
2275,2,4,3,2,29,14780727
1570,2,2,3,1,23,10159316
2510,4,4,3,1,10,17296258
898,1,1,2,1,21,5380501
2233,5,1,1,2,1,15965440
2082,3,4,3,0,20,14081872
2625,5,2,1,0,26,17413143
2671,2,3,3,0,12,17128070
574,5,4,2,0,21,5463871
2684,2,3,2,2,24,16605177
1101,2,2,3,2,21,7481049
3971,2,3,3,2,25,24510154
1336,2,2,3,1,20,8434602
2028,2,2,2,2,0,14020914
999,4,1,2,0,25,6460919
2096,5,1,1,2,4,15385226
637,4,2,2,1,20,4923182
2597,4,4,3,0,21,16925789
2294,1,1,1,2,6,14641069
1472,1,2,2,0,12,9120192
2142,1,3,2,0,12,13694537
2385,3,3,3,2,19,16438950
2801,1,4,1,2,22,18120865
2528,5,3,2,1,20,16890715
3257,4,3,2,2,5,22593281
2400,5,2,3,2,19,16307969
3110,1,3,1,2,11,20266412
3304,3,3,1,0,7,21404644
1949,3,3,1,1,8,13579206
1046,4,3,1,0,17,8272323
3873,5,2,3,2,27,24810010
1421,2,3,2,1,10,9947563
1080,5,4,2,2,19,9723107
1872,1,1,1,0,10,11627352
2456,2,4,1,0,23,15471613
2503,3,1,1,2,23,16088457
2596,4,4,2,1,14,18026296
3464,4,1,2,0,8,21995734
3645,3,1,1,2,2,23535245
1203,1,1,3,2,16,7931422
2808,3,1,2,2,24,17643417
2903,1,2,2,1,16,17437214
2125,2,4,1,2,2,14946755
3831,3,1,3,2,18,24564999
1137,1,4,1,0,8,7618265
3290,2,3,1,2,16,21608594
3866,3,1,3,1,22,23602146
1509,4,4,3,2,17,11019958
3478,3,2,3,1,22,22194218
1140,5,4,2,2,14,10067979
3339,3,1,1,2,0,21730328
3884,5,3,2,2,28,25546652
3159,2,4,3,1,25,20045290
2361,3,3,2,0,9,15365887
3356,2,2,3,1,7,21198483
1705,2,4,3,0,9,11390083
1185,1,4,1,1,28,7896960
2351,2,2,1,2,25,15129071
3935,2,2,1,2,1,25042624
687,3,2,2,0,18,5377692
2119,3,1,1,0,13,13432637
2187,4,1,3,1,7,14999858
1484,1,4,1,1,18,9375643
1047,2,4,2,0,0,7842252
3272,1,4,1,0,15,20335724
3473,5,3,1,1,24,22429406
1931,2,2,1,0,23,11434856
1375,1,4,2,0,14,9538227
1117,4,2,3,0,19,7514977
2961,4,1,3,0,23,18803221
1865,2,2,3,2,29,11960373
1743,5,3,1,2,4,13682840
1402,4,3,1,0,2,10593950
662,4,2,2,1,16,5683267
2474,5,3,3,2,28,17008183
3791,1,3,1,1,9,23902268
769,4,1,1,1,4,6572173
1131,3,4,1,2,10,9211148
1405,4,3,2,1,5,10430290
3971,1,4,3,1,3,25854849
3753,1,2,2,0,6,23322168
2514,2,2,3,0,18,15483086
2141,3,3,3,0,6,14179397
704,1,2,1,2,13,4679311
1081,5,1,1,0,16,8288618
2079,3,3,1,1,22,13459319
1340,3,3,1,1,16,9729450
2336,5,3,1,1,12,16742376
1751,4,2,3,1,26,12012048
2219,5,2,1,1,0,15742508
2142,5,3,1,2,1,15769296
3143,4,4,2,1,17,21224634
2797,4,2,2,2,3,19379592
1374,4,2,3,1,12,9802774
1964,4,3,3,2,0,15008294
2743,4,4,2,2,3,19990593
1189,5,3,2,1,1,10437058
2510,2,2,1,1,3,16267123
3641,2,3,1,1,15,22822849
3186,1,3,3,1,3,20707689
1922,2,3,2,0,24,12247096
2501,2,4,3,0,8,16945428
1171,5,3,1,2,16,9923039
3774,4,2,3,2,20,24552316
1671,4,3,3,0,22,11218150
1995,5,4,3,2,19,14560698
1443,2,1,1,1,27,8888712
2746,5,4,3,2,20,19578628
1949,1,3,1,2,1,13881998
3039,4,1,2,2,2,20710597
1395,3,3,3,0,22,9073439
2689,1,4,3,0,25,16811395
1836,1,1,1,2,28,11264045
664,5,1,3,1,14,5861735
2861,2,3,1,2,6,19292480
2568,4,3,3,0,3,17809444
1605,3,4,2,1,11,11921919
3702,1,3,2,2,0,24188825
2253,3,1,2,0,16,14284408
3531,2,2,3,1,3,22530897
2852,2,2,3,2,3,18868218
2438,3,4,2,0,21,16012478
870,4,3,2,1,22,6433394
2380,2,4,1,2,24,15871767
1352,3,2,1,1,8,9971999
883,1,2,2,1,25,5263012
2431,3,3,2,1,27,15767138
2992,3,1,3,0,27,17814213
924,5,3,2,2,20,7855775
2708,2,2,1,1,9,17907845
3749,4,1,1,1,26,23126701
1128,4,4,1,1,18,9305524
1394,5,2,1,0,18,10341508
3037,4,4,1,1,14,20508997
3564,3,1,1,0,21,22100033
2874,5,4,2,0,16,19365525
1097,1,2,1,1,6,7516689
3562,2,3,1,1,2,23605506
2836,2,4,1,0,4,19305761
1092,2,2,1,0,15,7246863
2187,3,2,2,1,22,14431280
1072,1,1,3,0,6,6585947
3925,5,2,3,0,15,25799648
2575,5,3,3,1,8,17704616
3501,2,3,3,1,0,22651980
2590,1,4,1,2,2,17729123
2204,1,4,3,1,24,13669268
2970,1,4,3,1,7,19303513
676,4,4,2,1,17,6216445
1028,4,3,2,2,23,8175950
2133,2,1,2,0,23,12934230
1465,1,4,1,1,17,9823822
2017,1,1,1,1,23,11672065
697,5,2,1,2,18,6276907
3157,5,2,2,2,6,21546186
3389,2,4,3,2,28,21509497
1352,1,2,2,0,24,8135800
2037,2,1,1,2,19,12612763
2569,5,1,2,0,26,16229747
3683,5,2,3,1,5,24242377
1580,4,4,1,1,24,10869705
3637,2,1,3,1,26,21468492
3389,2,1,3,2,10,21083836
597,1,3,1,1,4,4898960
3715,1,4,3,2,11,23617927
2403,4,3,2,0,0,16688659
934,3,2,3,1,18,6911430
1136,3,2,3,0,10,8485282
3657,3,3,3,2,14,24108410
1087,2,4,2,2,24,7991131
843,2,1,3,1,15,5516920
1817,5,2,3,1,2,13216206
2479,2,4,2,2,10,16616220
1070,2,4,1,1,10,8015508
1110,2,2,1,1,9,7470532
2227,4,2,1,0,1,15233586
2790,2,4,3,2,19,17908090
2354,1,1,1,0,4,14669224
3108,1,3,2,1,22,19476050
1459,5,2,3,0,22,10165121
2579,4,3,3,2,24,17170314
2938,1,4,3,0,28,17355020
2824,4,3,1,0,7,19044488
1031,4,1,1,1,12,7358043
1677,5,4,1,2,14,13006555
2930,4,1,3,1,1,19453129
1591,2,4,2,1,11,10885355
2401,4,1,3,2,23,15809388
1383,5,4,2,0,7,10767635
2761,5,1,3,1,20,18448755
2178,5,4,2,0,28,14929996
2923,1,1,3,2,18,18194730
3291,2,4,3,1,24,20658201
2760,1,1,2,0,27,15939342
2626,3,2,2,0,22,16165884
2249,2,3,2,1,0,15325724
3175,4,4,2,2,7,22095605
3151,5,1,2,0,9,21105736
1281,3,2,2,2,12,9164615
3952,2,4,2,1,4,25476633
3548,1,4,2,0,21,21439266
3227,5,4,3,0,8,22388309
2605,1,3,2,0,9,16891454
3597,2,1,2,2,13,22760316
1380,2,1,3,0,23,8230262
946,3,4,3,0,29,6628158
2613,4,4,1,1,10,18423038
2283,1,4,1,0,13,14857685
1777,3,2,2,2,29,11824959
2491,5,4,2,1,2,18101394
1567,4,3,1,1,28,10371917
3668,3,1,1,0,20,22806461
2077,1,3,2,1,15,12803583
1511,2,4,1,0,19,10504493
2774,5,2,2,1,29,17909244
1273,1,4,3,2,16,8932812
3226,4,4,3,0,4,21918584
2314,4,4,1,2,25,15502147
3148,2,4,3,0,6,20751713
2926,2,4,3,2,16,19208552
1701,5,1,3,2,19,11599042
1950,5,3,3,1,21,13655269
3256,2,2,2,0,10,20632356
806,2,4,2,1,11,6782317
1278,4,2,1,2,24,8744604
3051,2,1,3,0,26,17661918
2815,3,3,3,2,23,18224369
507,1,4,3,2,1,5367344
3055,2,1,1,2,26,18723170
975,5,1,2,2,18,7811110
1820,3,3,3,1,25,12355192
2711,5,4,2,2,28,18070200
984,3,3,1,1,4,7601259
3643,2,3,2,2,10,23590815
3114,1,2,3,0,22,18603193
1404,5,2,2,2,18,10629765
1058,3,3,2,2,27,7894967
2467,4,2,1,0,6,17137448
2785,2,1,1,0,20,16743506
1627,1,3,1,2,25,10447765
1733,2,4,1,2,21,11548772
3101,4,4,2,1,5,21394774
3375,1,1,2,0,10,20224582
967,4,4,1,0,26,7128488
3839,2,4,1,1,13,24353712
2933,3,3,3,2,27,19323509
3322,2,1,3,2,3,21002127
1347,2,3,1,0,27,8002388
2934,2,1,2,1,7,18356355
3424,5,3,1,2,8,23902681
758,4,3,2,0,1,6821227
782,4,2,2,2,24,6416079
2149,4,4,3,2,10,16011786
2398,5,1,1,2,27,15986653
539,3,4,1,0,19,5175072
3033,2,2,2,1,21,18508883
3476,3,1,1,1,29,20805865
2767,5,2,3,2,6,19332282
3700,4,4,3,1,3,24815526
1514,2,3,1,2,23,9705135
3571,1,2,1,0,28,21476275
1112,1,2,3,0,13,7190800
3475,3,3,1,0,25,21997721
2415,4,4,2,2,23,16511488
1187,1,2,1,1,0,8507856
1112,3,4,2,0,23,7733322
2807,5,3,1,2,25,18693769
3537,3,1,1,1,29,21088500
3513,3,2,3,1,11,22552694
2913,3,4,2,1,18,19107928
2281,2,3,3,2,4,16021655
2310,3,3,1,2,29,14941585
3091,3,2,3,2,25,19765544
3196,2,1,1,0,7,20018771
2047,2,2,1,2,10,13421883
2430,5,4,1,0,21,16694990
3361,4,3,2,0,3,22397322
3587,1,1,2,0,14,21690516
1652,1,4,2,2,19,10957627
1074,3,2,3,0,11,7471818
3680,5,3,1,2,19,24955812
2410,3,2,3,2,21,15842995
1512,1,1,3,0,22,8240460
1169,2,1,1,0,28,6738864
768,4,1,3,0,20,5153713
3733,5,1,1,2,9,25240003
1783,2,1,1,2,29,10568899
1423,4,2,1,0,23,9972696
1625,5,1,1,0,15,11113051
2029,5,1,3,1,22,13558355
2258,1,3,3,0,7,14606613
2094,2,1,3,1,19,13290083
746,5,3,2,1,7,7488675
2060,5,3,3,2,28,13953435
2678,4,3,3,2,5,18726874
2900,1,2,2,1,2,18613195
2743,3,2,1,1,28,16818792
2439,1,4,1,0,7,15972205
1429,3,4,1,1,28,9748963
3953,2,3,2,0,22,24076700
3569,2,2,3,2,9,23360005
3192,5,1,3,0,4,21483389
726,2,4,3,2,10,6301356
3248,5,2,3,1,3,22267224
764,1,1,2,1,16,4260178
1895,2,1,3,1,25,11362758
1957,1,2,1,0,2,12241423
1145,1,4,2,2,17,8343110
2758,2,2,2,2,7,17606000
3948,1,4,1,2,29,24763569
1918,2,3,1,2,23,13037908
1973,2,2,3,2,11,12796407
3490,2,2,1,0,20,20972157
1887,3,4,2,2,15,13545613
2399,1,4,2,1,13,15992300
3004,4,2,2,2,20,20210572
3272,2,1,3,1,15,20187279
1749,1,1,3,0,26,10066982
1481,5,1,1,0,3,10662190
1654,2,3,3,1,0,11700046
1087,2,3,3,2,0,8488978
975,4,4,2,0,28,7097877
2321,3,3,2,0,21,15012296
1485,3,1,1,0,14,10074930
3848,2,2,2,2,19,24109517
2703,1,3,3,1,19,16570844
1741,5,3,1,1,2,13108892
689,5,1,1,2,13,6447372
1940,1,3,2,0,8,12353269
1480,2,4,2,2,18,10065702
2198,5,2,2,2,7,16308596
2215,3,1,1,1,1,14630921
3093,1,4,2,2,3,20180444
540,4,1,3,2,0,5153767
2854,2,4,1,0,10,18597863
1442,1,2,2,0,4,9385205
837,5,2,3,1,1,8280086
1837,2,4,3,0,26,11659586
1598,3,4,2,2,12,11957340
3500,2,4,3,2,16,22971430
2826,2,4,1,2,16,18925174
3747,3,4,1,1,17,24405715
1395,3,4,3,0,20,9446361
2820,2,2,1,2,27,17624879
3384,3,4,2,0,8,22743069
3167,1,3,3,0,5,19736236
2174,3,2,1,0,27,13356691
3409,3,1,2,0,19,20572125
1430,2,2,2,1,2,10131490
788,1,1,1,1,7,5664713
1223,4,1,3,1,2,9863492
3440,4,3,2,2,0,23905378
2819,5,4,2,2,19,19501429
2453,3,4,2,2,26,16299435
1589,3,2,2,1,12,10685109
982,1,4,3,0,20,6015423
1435,4,3,1,1,4,10744693
2795,5,2,1,2,15,18835777
655,1,2,1,2,20,4805292
1570,3,2,2,0,23,10095994
2458,4,4,3,1,15,17386185
3001,5,4,1,0,23,19911899
2748,2,4,3,1,11,18515766
2183,4,2,1,2,12,15289436
623,5,2,2,0,3,5901446
2548,1,1,1,0,8,15714889
1467,2,1,2,1,15,9653323
1354,5,4,2,1,0,11911059
1139,5,2,1,1,4,9523834
2738,3,4,3,2,20,18532095
2102,4,4,2,1,4,15298725
3063,3,1,3,2,23,19408659
941,2,3,1,1,24,6356143
2444,5,4,2,1,18,16757347
2338,3,3,3,2,8,16293509
2329,4,3,2,1,28,15520136
2690,2,2,1,2,26,16600347
3762,1,2,2,2,7,23762236
1032,3,4,1,1,18,7467118
2774,2,1,3,1,17,17422790
1836,1,1,2,0,14,11406161
1448,3,4,3,1,3,11685197
3873,2,4,1,0,14,24164677
2519,2,1,1,1,12,15381021
959,3,3,3,2,27,6971108
3972,2,4,3,2,17,25433180
1050,5,3,1,0,19,7798215
892,3,4,3,1,4,7565367
2287,2,4,1,0,17,14539182
1344,1,3,3,1,27,7854162
3778,1,3,1,1,7,23988741
2757,5,1,1,2,0,19649958
1638,3,4,2,0,18,11033464
1145,2,2,1,2,22,7208829
3822,2,2,1,2,25,24078572
2766,1,4,2,2,16,17447862
2954,5,4,2,0,28,19675336
1966,1,4,3,1,26,12259552
1877,1,3,3,1,1,12292796
3435,5,2,1,0,18,22230383
3105,3,2,3,1,29,19713920
3097,2,2,3,0,15,19273106
641,3,4,1,0,29,4728108
3159,4,3,2,1,17,21164920
1000,4,4,2,2,1,9443312
1339,4,1,1,0,27,8954336
3249,5,1,1,0,26,20924727
2182,1,2,1,0,5,13796673
2065,3,4,1,0,6,14086931
2546,2,1,1,1,5,16561621
2030,4,1,1,1,26,13507470
1095,3,4,3,0,5,8295520
2404,4,3,3,2,8,17116622
780,4,4,3,1,7,7280819
923,2,4,2,2,29,6986019
3403,5,3,1,2,23,22769528
769,1,2,1,0,21,4830984
653,5,2,3,1,20,5826549
3161,3,2,2,0,8,20507655
2250,5,3,3,0,11,15627851
1161,3,1,1,2,17,7896153
2467,3,3,1,2,22,16517123
582,1,4,3,2,5,5680601
3494,2,3,3,0,22,21606519
3446,1,1,1,0,27,20053534
1949,5,1,3,0,3,14058242
1798,3,4,1,0,24,11779969
2831,4,2,3,0,6,18795141
1479,4,1,2,0,17,9949604
2720,3,1,1,0,28,16896567
3898,1,1,2,0,19,23246158
3634,2,4,3,1,4,23450608
3644,1,1,2,1,17,22103199
3310,3,2,3,1,9,21355242
2159,3,4,2,1,7,14952155
1898,2,2,2,0,0,12565433
1132,5,1,2,0,14,8256226
2031,5,1,1,2,2,14959174
1286,2,2,2,2,14,8481020
3490,5,4,3,1,13,24065711
3559,4,4,3,2,0,24522205
897,5,2,1,1,20,6817643
1643,5,1,1,0,7,11669971
1433,5,3,3,0,6,11088233
1960,4,2,2,2,8,13980495
2352,5,2,3,0,17,16297860
3223,4,2,1,0,11,20681607
3483,2,1,1,1,7,21902240
3012,1,4,3,2,7,19911488
785,2,1,2,0,29,4807547
764,1,2,2,2,5,5576950
2867,2,1,1,0,2,18583934
3220,1,1,3,1,1,19863867
3947,1,2,3,0,13,24138824
3367,3,1,1,2,7,21569507
2636,1,3,3,2,5,17084183
2177,1,1,1,1,3,14078873
1726,3,1,2,0,4,12095662
1320,5,4,2,1,20,10573990
2262,5,4,3,2,12,16715293
3548,3,2,2,1,8,22548737
2881,4,2,2,0,12,19256445
2769,1,4,1,0,28,17094004
540,1,3,1,1,8,4630456
2231,3,1,3,2,23,13958316
567,3,3,1,2,23,5047612
1487,4,3,3,1,15,10991464
2299,5,4,3,0,11,16422706
3061,2,2,1,0,1,19856042
2121,5,1,2,0,29,13303243
2155,1,2,2,0,18,12661777
3698,3,3,2,2,29,23151654
1778,4,3,2,0,15,12750725
1194,5,2,3,1,23,9268654
3587,4,2,2,1,12,23357798
3024,5,4,3,1,4,21807379
1585,1,2,1,1,22,9990852
3428,2,2,1,0,29,20431368
2979,4,4,3,2,23,20145679
2193,4,2,2,0,5,14667278
2815,2,3,3,2,20,18562634
1558,4,2,2,0,23,10883359
1278,4,1,2,2,16,8828216
993,5,3,3,1,16,8405987
2085,5,4,3,1,16,15140357
1992,2,3,2,2,2,13814353
2290,1,4,3,2,25,14488050
1160,4,1,2,2,12,8684728
1848,1,1,3,1,11,11574773
1827,2,3,1,1,5,13131463
1799,2,2,2,0,21,11115198
2486,5,3,1,2,20,17147642
3560,4,3,3,2,28,22866244
2544,3,1,1,2,12,16419905
3772,2,4,3,1,13,24045686
2428,4,3,2,2,6,16920975
1847,1,2,3,2,4,12286933
1558,5,1,3,1,13,11302833
1476,1,3,2,2,17,10075893
981,2,3,3,0,3,7757644
1227,2,2,2,1,0,8883223
3027,1,3,3,1,6,19215244
3636,2,3,2,1,19,23101344
1531,4,3,1,0,12,11237503
3872,2,3,3,1,3,25507139
842,5,2,3,1,12,7378304
1947,4,3,3,1,3,14031937
2879,3,3,2,1,2,19452591
2985,2,3,3,0,7,18911392
2721,2,1,2,2,19,16495301
3106,5,2,3,2,7,21592730
1026,5,1,1,1,24,7876149
2396,1,1,3,0,16,14571600
1158,1,2,1,1,14,7252531
2573,1,1,2,2,3,16580397
1319,5,1,1,2,5,10245117
3152,1,1,3,0,23,18746493
905,1,2,3,2,29,5933555
2779,3,3,2,1,21,18172119
3080,1,4,3,0,27,18739365
2073,2,4,3,2,5,14405409
2311,5,2,2,1,9,16645491
1004,4,4,2,0,3,8273017
678,3,2,1,1,8,5470980
631,5,2,2,2,15,6096642
2346,5,4,3,1,6,17401311
1978,2,1,2,0,13,12806415
2895,1,3,3,1,26,17282377
3087,2,4,1,2,5,20615259
1271,1,4,2,0,0,8801406
1929,1,4,3,0,17,12563427
2623,5,4,2,2,11,19172512
1078,1,2,2,1,21,6963541
3401,3,2,2,1,26,21207130
2015,3,3,2,2,14,14418220
693,3,3,1,0,0,5972798
2507,5,4,3,2,14,18508089
1685,2,4,2,0,14,11405571
2894,4,4,3,0,26,19148405
3498,1,3,1,1,15,21910257
1884,4,4,3,2,20,13473199
2292,2,1,3,0,0,14835956
1610,2,3,1,1,28,9756408
3833,5,1,2,2,2,25830695
2761,3,4,3,2,11,18452530
2436,3,2,3,0,27,14676047
3120,2,1,2,0,27,18952889
1279,5,3,2,0,6,10620162
761,5,1,3,2,4,7265911
1229,1,3,1,0,27,7425946
782,3,4,2,2,25,6659330
1990,2,1,2,1,0,13640340
3951,4,2,1,2,0,26249521
861,3,1,3,0,14,6343550
940,1,2,2,2,7,7133824
2640,5,3,3,0,10,18077722
2144,2,4,3,1,13,13990505
3300,3,4,3,0,28,20388830
1366,4,2,1,0,24,9357533
1947,1,3,3,0,22,11466052
641,1,4,3,0,12,4615076
1814,3,3,2,0,18,12453877
1955,4,2,2,0,11,13565601
3296,1,2,1,1,21,19623784
2375,2,1,1,1,18,14661409
2347,1,4,2,2,25,14461105
2212,4,4,2,0,3,15529083
3200,5,1,1,2,27,20180382
1200,5,2,3,1,3,9750036
1497,3,2,1,1,2,11141880
2596,4,2,3,0,25,16539875
1825,1,2,2,0,5,11219589
1380,1,3,2,2,4,10074961
1713,5,4,2,1,10,13110973
1659,5,4,3,2,24,12567740
1054,2,2,1,2,8,7757891
903,5,2,3,2,2,8083438
1391,2,2,1,0,28,8243067
3412,1,4,1,1,8,21645656
1101,2,4,1,2,28,7868942
2330,2,2,2,1,11,14820385
840,3,3,1,1,2,7485951
2468,5,1,2,2,19,17145647
1203,2,1,1,2,16,8297648
817,1,1,1,0,20,4500723
3165,4,4,2,1,11,21651294
1886,2,4,2,2,24,12157971
2929,5,1,3,2,17,19504704
2780,3,1,1,1,3,18571091
2300,1,3,2,2,9,14916542
1867,3,4,3,1,17,13032530
2072,4,4,3,2,29,14728124
1316,2,1,2,1,7,8618513
1052,2,3,1,2,8,8540300
1355,5,3,3,2,18,10832505
2312,2,1,1,0,12,14526302
3366,1,1,1,1,24,20206275
682,4,4,3,0,5,6320615
3612,3,1,2,2,21,22316886
2074,4,2,1,1,6,14330088
896,2,3,2,1,27,6051463
2227,3,1,3,2,20,14376080
3326,5,2,1,2,5,22998635
2017,4,3,2,2,10,14640225
1406,3,2,2,2,16,9586641
1856,3,2,1,1,18,11979019
2674,3,1,2,0,27,15968487
500,1,3,2,1,24,3169019
3739,4,2,3,1,11,23880803
518,3,4,3,1,20,5240367
3903,4,3,2,1,20,25126056
1083,3,4,2,2,23,8070081
955,5,1,1,0,26,6307069
3504,5,4,3,1,26,23116563
2536,5,3,1,1,12,18214636
1632,2,2,2,0,17,10266572
3839,3,2,1,2,28,23449438
2992,2,3,2,1,6,19259438
3811,4,2,3,2,24,24731936
2452,2,4,3,1,22,16165922
3872,4,2,2,1,27,24506533
3149,4,2,3,0,4,20535448
2650,4,4,2,0,28,17542064
1487,2,4,1,2,15,10500398
3821,3,4,2,1,21,24393524
1019,2,1,1,2,3,7625051
3724,3,4,2,0,29,23121985
1358,3,4,3,0,27,9178566
673,4,1,2,0,22,4641491
1866,2,2,2,0,0,12661972
3552,3,4,2,0,3,23616999
2978,5,3,3,2,2,21468609
1226,3,4,2,2,28,8533042
2210,5,4,3,0,3,15965642
2375,2,1,2,1,0,15528580
3397,2,3,1,1,11,21984969
2181,2,2,2,1,12,14572323
1847,3,2,1,1,1,12969364
1489,1,3,3,1,27,9084738
3186,3,4,3,0,26,20271679
919,3,1,2,2,28,6154076
1093,4,3,3,0,8,8733343
3032,4,3,2,1,6,20780475
2274,3,2,3,1,12,15062648
2959,5,1,1,2,21,19384215
1435,4,3,3,0,1,11501069
1607,3,1,1,2,0,11796389
1636,1,4,2,1,17,11188894
831,5,2,2,1,6,7753565
3949,2,4,2,2,17,24857376
3202,3,1,1,1,18,19714947
2588,3,4,2,0,7,17912038
2293,5,2,2,1,22,15872825
1458,4,1,1,1,11,10626335
604,4,3,3,0,10,5449140
701,4,4,2,1,26,6243715
2997,2,2,3,2,29,18012456
2342,5,3,3,2,26,15717783
2366,5,2,2,1,8,17028814
2496,4,1,2,0,27,15360322
1789,4,1,1,0,3,12965037
1409,1,4,1,2,6,10033509
709,1,2,2,1,16,4578399
1062,3,2,3,0,10,7321021
3689,3,2,1,0,26,23037261
3260,5,1,1,2,1,22498863
3948,5,4,2,2,22,26700699
2063,2,2,2,0,17,12766531
1270,2,2,2,2,21,8049942
3655,1,3,2,0,28,22000288
3001,3,2,1,1,25,18978192
3214,1,4,1,2,11,21259038
1128,1,3,1,2,8,8587339
2128,3,3,3,1,10,14450395
2201,2,3,1,0,4,14894741
886,3,1,1,0,25,5321385
2435,4,3,2,2,6,17291370
3921,4,2,1,0,28,23880780
2843,4,1,1,0,0,18524412
2805,5,1,1,1,23,17970143
1604,2,1,2,1,24,9938685
767,2,1,1,1,28,4998950
2966,5,1,1,2,4,19994975
2782,1,1,3,1,5,17021788
2356,4,1,3,1,12,15447208
3882,4,3,3,0,10,25776670
2498,1,4,3,1,7,16241199
3533,3,2,2,2,19,22895094
1880,3,2,3,1,1,13665096
1736,2,3,1,2,14,11496249
1073,5,3,3,0,9,8968813
548,2,1,2,0,7,4466088
1650,3,4,3,1,1,12921405
722,1,1,3,0,20,4303831
3468,2,3,2,1,14,21671094
3850,4,1,2,0,28,23418347
1931,4,2,2,2,5,13749058
2028,1,2,2,0,4,12555597
3865,3,1,2,1,21,23864066
2319,4,4,2,1,21,15678234
2824,4,1,1,1,2,19438356
1961,5,1,3,2,10,14374886
1630,2,4,3,0,10,11359372
2181,3,4,2,1,15,14956459
2967,2,4,2,2,2,20480473
3158,3,2,1,2,8,21061926
874,4,1,1,2,2,7497104
2620,5,3,2,0,18,17841391
2521,2,4,1,0,10,16290895
1553,4,4,1,0,13,11917511
3759,3,1,2,2,1,24894992
3935,2,3,2,0,6,25441645
2389,2,1,2,1,9,14746746
2323,4,1,2,2,9,16177779
1974,2,4,3,0,19,13320865
2742,5,4,3,2,0,20288260
1679,5,2,2,2,5,12690245
3743,4,3,1,0,20,24350243
3394,3,3,2,2,13,22386383
1564,4,4,3,0,26,11342957
3634,5,4,1,0,1,24555483
2570,1,4,3,0,5,16695884
859,1,3,2,2,0,6695411
3646,2,2,3,2,2,23821190
3107,2,3,3,0,3,19918218
3219,1,4,3,2,12,20593891
2541,5,4,1,0,2,17992081
1641,2,2,3,1,14,11171619
2135,4,1,1,2,12,14613110
1903,4,1,2,2,21,12662272
2443,5,3,2,1,10,17758414
1178,2,1,3,1,3,8500403
3861,4,1,1,1,29,24042575
2987,2,3,2,0,16,19070245
3480,2,4,1,0,4,23154455
506,4,1,1,1,20,4240663
3767,1,4,3,0,24,23429580
2968,4,3,3,2,23,19930312
2091,5,4,1,1,7,16049044
1332,3,4,1,2,20,9764685
3764,4,3,3,0,23,23600321
3106,2,4,1,1,29,19142690
3719,2,1,3,0,9,23028952
2310,4,1,1,2,6,15911501
3773,3,1,3,0,16,23814463
1413,4,1,1,2,27,9493802
2511,3,4,3,0,6,17229067
1942,3,1,1,2,26,12173456
1950,5,4,2,0,23,13429170
3554,2,2,2,1,18,22109702
2002,2,4,1,1,8,13529990
625,3,1,2,0,23,4009092
2942,2,2,1,2,1,19781711
1316,1,3,1,0,21,8294226
3428,3,4,2,1,19,22495900
2329,2,1,1,2,18,14969630
1075,1,1,3,0,26,5967590
2872,5,1,1,0,5,19405812
1915,2,3,1,2,9,12908501
1429,1,2,2,0,12,8839314
1963,4,2,3,1,24,12726405
3775,4,1,1,1,1,24984061
1332,1,4,1,2,9,9357863
1554,3,1,1,0,9,10259537
3959,3,1,1,0,25,23882449
2148,2,4,1,1,4,15198669
2400,4,1,1,2,21,15508469
1957,3,3,3,2,3,14337047
3384,3,1,3,2,22,21298436
3473,4,3,1,1,1,24008413
